# We use 12-month moving average values in the fit				
#				
# Year	log( CO2 / 277.3 )	Volcanic	Temperature (C) 	Uncertainty (C, 1 sigma)
1948.6666666667	0.11464199	1.1120889428	8.9503708	0.0459891284
1948.75	0.1147094913	1.0804299293	8.960021	0.046377165
1948.8333333333	0.1147778805	1.0496721865	8.9461203	0.0460891542
1948.9166666667	0.1148471699	1.0197900569	8.92978	0.045382829
1949	0.114917372	0.9907586136	8.8904858	0.0442367106
1949.0833333333	0.114988499	0.962553639	8.8734236	0.0434125725
1949.1666666667	0.1150605634	0.9351516054	8.8697138	0.0428843524
1949.25	0.1151335774	0.9085296545	8.8538857	0.042705498
1949.3333333333	0.1152075535	0.8826655788	8.848258	0.0424488379
1949.4166666667	0.1152825039	0.8575378032	8.84377	0.042459576
1949.5	0.115358441	0.8331253665	8.8418436	0.042359079
1949.5833333333	0.115435377	0.8094079046	8.7441263	0.0421465712
1949.6666666667	0.1155133237	0.7863656327	8.7404222	0.0419119602
1949.75	0.1155922914	0.7639793296	8.7534847	0.0407425975
1949.8333333333	0.1156722892	0.7422303211	8.7338572	0.040348284
1949.9166666667	0.1157533247	0.7211004646	8.7332954	0.0398798217
1950	0.1158354045	0.7005721342	8.7478886	0.03904654
1950.0833333333	0.1159185337	0.6806282054	8.7358656	0.0391493577
1950.1666666667	0.1160027163	0.6612520416	8.7079248	0.0376658605
1950.25	0.1160879546	0.6424274796	8.7077837	0.0378931544
1950.3333333333	0.1161742501	0.6241388163	8.6784859	0.0373521654
1950.4166666667	0.1162616026	0.6063707957	8.6190434	0.0365709271
1950.5	0.1163500108	0.5891085962	8.6285295	0.0356228314
1950.5833333333	0.1164394722	0.5723378181	8.6386795	0.0345143138
1950.6666666667	0.1165299834	0.5560444714	8.6116381	0.0348634028
1950.75	0.1166215411	0.5402149646	8.5960951	0.0342601024
1950.8333333333	0.1167141422	0.5248360932	8.6208696	0.0346398649
1950.9166666667	0.1168077832	0.5098950285	8.634161	0.0344399079
1951	0.1169024608	0.4953793068	8.6261187	0.0337046978
1951.0833333333	0.1169981719	0.4812768195	8.6501837	0.0388460342
1951.1666666667	0.1170949131	0.4675758027	8.6902466	0.0352055718
1951.25	0.117192681	0.4542648272	8.7106886	0.0341783174
1951.3333333333	0.1172914724	0.4413327894	8.7531137	0.0328311796
1951.4166666667	0.117391284	0.4287689016	8.8223	0.0322649259
1951.5	0.1174921124	0.4165626833	8.8839884	0.0324854228
1951.5833333333	0.1175939544	0.4047039523	8.959342	0.0327188504
1951.6666666667	0.1176968067	0.3931828164	9.0379791	0.0342588468
1951.75	0.1178006659	0.3819896648	9.0317364	0.0349632982
1951.8333333333	0.1179055287	0.3711151605	9.0372076	0.0370391061
1951.9166666667	0.1180113918	0.3605502323	9.0282707	0.0376473334
1952	0.1181182519	0.3502860671	9.0425053	0.0385126285
1952.0833333333	0.1182261056	0.3403141027	9.0601053	0.0415377491
1952.1666666667	0.1183349497	0.3306260208	9.0597668	0.0417074066
1952.25	0.1184447808	0.3212137398	9.063201	0.0433062896
1952.3333333333	0.1185555957	0.3120694081	9.0191774	0.0429702308
1952.4166666667	0.1186673909	0.3031853979	8.9540777	0.0426772186
1952.5	0.1187801631	0.2945542981	8.8951693	0.0425834073
1952.5833333333	0.1188939091	0.286168909	8.8871269	0.0435378104
1952.6666666667	0.1190086254	0.2780222357	8.9112301	0.0438693085
1952.75	0.1191243088	0.2701074823	8.9746447	0.0442082964
1952.8333333333	0.119240956	0.2624180466	9.0100183	0.0436972007
1952.9166666667	0.1193585635	0.2549475142	9.0223703	0.0433633507
1953	0.1194771281	0.2476896534	9.0363321	0.0434767846
1953.0833333333	0.1195966464	0.2406384098	9.0226212	0.0438494441
1953.1666666667	0.1197171151	0.2337879014	9.0297728	0.0437946022
1953.25	0.1198385308	0.2271324136	9.0257292	0.044089446
1953.3333333333	0.1199608902	0.2206663947	9.0623131	0.0437501649
1953.4166666667	0.12008419	0.2143844508	9.0982122	0.0442110468
1953.5	0.1202084268	0.2082813416	9.1230745	0.0433627984
1953.5833333333	0.1203335973	0.2023519761	9.0489483	0.0424432011
1953.6666666667	0.1204596981	0.1965914082	9.0037622	0.0409812382
1953.75	0.1205867259	0.1909948324	8.9576082	0.0406570588
1953.8333333333	0.1207146773	0.1855575803	8.8972464	0.0392706685
1953.9166666667	0.1208435491	0.1802751162	8.8509569	0.0383705339
1954	0.1209733377	0.1751430335	8.8331728	0.0377197417
1954.0833333333	0.12110404	0.1701570514	8.8197422	0.037000372
1954.1666666667	0.1212356525	0.1653130104	8.8053732	0.0367333011
1954.25	0.1213681719	0.1606068699	8.797842	0.0367547927
1954.3333333333	0.1215015949	0.1560347041	8.7914429	0.0365470354
1954.4166666667	0.121635918	0.1515926989	8.8428059	0.0360063449
1954.5	0.121771138	0.1472771491	8.8090353	0.0355531058
1954.5833333333	0.1219072515	0.1430844545	8.9142008	0.0353523329
1954.6666666667	0.1220442551	0.1390111178	8.9151258	0.0351274049
1954.75	0.1221821455	0.1350537412	8.8648176	0.0361530127
1954.8333333333	0.1223209192	0.1312090233	8.8621416	0.0352551294
1954.9166666667	0.1224605731	0.1274737571	8.8826561	0.0342823659
1955	0.1226011037	0.1238448267	8.8973932	0.0346454508
1955.0833333333	0.1227425076	0.1203192049	8.9019957	0.0347218674
1955.1666666667	0.1228847815	0.1168939507	8.9344645	0.0338854734
1955.25	0.123027922	0.1135662068	8.9256897	0.0317447412
1955.3333333333	0.1231719258	0.1103331974	8.9441404	0.0331617253
1955.4166666667	0.1233167895	0.1071922254	8.900363	0.0337878444
1955.5	0.1234625098	0.1041406708	8.8848696	0.0337363448
1955.5833333333	0.1236090833	0.1011759881	8.8084669	0.034585172
1955.6666666667	0.1237565066	0.0982957041	8.7853022	0.0370473155
1955.75	0.1239047764	0.0954974162	8.8120117	0.0375468028
1955.8333333333	0.1240538893	0.0927787901	8.7926874	0.0385074408
1955.9166666667	0.1242038419	0.0901375581	8.7511635	0.0344301457
1956	0.124354631	0.0875715168	8.7147255	0.0357643741
1956.0833333333	0.124506253	0.0850785257	8.70926	0.0337943426
1956.1666666667	0.1246587048	0.0826565052	8.6209373	0.0302184748
1956.25	0.1248119828	0.0803034349	8.6006889	0.0285918362
1956.3333333333	0.1249660838	0.078017352	8.5287151	0.02768882
1956.4166666667	0.1251210044	0.0757963495	8.5056581	0.0271526013
1956.5	0.1252767412	0.0736385745	8.5261259	0.0282191602
1956.5833333333	0.1254332909	0.0715422273	8.5267267	0.031397287
1956.6666666667	0.12559065	0.0695055589	8.5465088	0.0296324972
1956.75	0.1257488153	0.0675268706	8.5618248	0.0286666572
1956.8333333333	0.1259077834	0.0656045117	8.5884905	0.0246771043
1956.9166666667	0.1260675508	0.0637368786	8.6306114	0.0271009581
1957	0.1262281144	0.0619224133	8.676918	0.0279985157
1957.0833333333	0.1263894706	0.0601596024	8.6635294	0.0287535964
1957.1666666667	0.1265516161	0.0584469753	8.7304144	0.0236423505
1957.25	0.1267145476	0.0567831034	8.7783613	0.0273311178
1957.3333333333	0.1268782617	0.0551665987	8.8277702	0.0297232609
1957.4166666667	0.1270427551	0.0535961127	8.8868303	0.03107342
1957.5	0.1272080243	0.0520703354	8.9511967	0.0271730402
1957.5833333333	0.1273740661	0.050587994	9.0453911	0.0226459457
1957.6666666667	0.127540877	0.049147852	9.1009321	0.0228304882
1957.75	0.1278043381	0.0477487081	9.1276503	0.0217102243
1957.8333333333	0.1285141098	0.0463893951	9.1506414	0.0213168637
1957.9166666667	0.1292229385	0.045068779	9.1688223	0.027424162
1958	0.129811989	0.0437857584	9.1334114	0.0231308357
1958.0833333333	0.1300597684	0.0425392628	9.1549578	0.0271291493
1958.1666666667	0.1300482722	0.0413282526	9.1245108	0.0220560706
1958.25	0.1295662364	0.0401517175	9.0757151	0.0247054749
1958.3333333333	0.1289273408	0.039008676	9.0605335	0.0253601836
1958.4166666667	0.1284510835	0.0378981747	9.0464153	0.0245343766
1958.5	0.1283147579	0.0368192873	9.0020981	0.026832905
1958.5833333333	0.1284153592	0.0357711136	8.9542894	0.0242853031
1958.6666666667	0.1287025464	0.0347527795	8.9184446	0.0262931654
1958.75	0.1289667535	0.0337634353	8.9633551	0.0218519681
1958.8333333333	0.1290380774	0.0328022558	8.9929819	0.0137414255
1958.9166666667	0.1292467368	0.0318684393	8.9787817	0.0163323922
1959	0.1295240015	0.0309612067	9.0089159	0.0139175917
1959.0833333333	0.1297035224	0.0300798012	9.0320597	0.0187425545
1959.1666666667	0.1296692047	0.0292234877	9.0549326	0.0217584827
1959.25	0.1298381419	0.0283915517	9.0790739	0.0258930697
1959.3333333333	0.1299964946	0.0275832993	9.0612154	0.0272484921
1959.4166666667	0.1303843528	0.0267980563	9.0155001	0.027526818
1959.5	0.1306243801	0.0260351677	9.0143671	0.0273928178
1959.5833333333	0.1308379824	0.025293997	8.9884949	0.0244624137
1959.6666666667	0.1309935405	0.024573926	9.0253878	0.0238165391
1959.75	0.1312228786	0.023874354	8.894021	0.0234255142
1959.8333333333	0.1315654698	0.0231946975	8.8339443	0.0243693581
1959.9166666667	0.1320238314	0.0225343895	8.8023157	0.0280863017
1960	0.1324030062	0.0218928792	8.7949476	0.0290223534
1960.0833333333	0.1328346693	0.0212696314	8.7651062	0.0310804256
1960.1666666667	0.1331267257	0.0206641263	8.7696047	0.0281444744
1960.25	0.1332109063	0.0200758587	8.7785692	0.0287219555
1960.3333333333	0.1333608355	0.019504338	8.8151255	0.0281776963
1960.4166666667	0.1334134369	0.0189490874	8.8190145	0.0259348506
1960.5	0.1335738541	0.0184096436	8.8523169	0.0243938888
1960.5833333333	0.1337053244	0.0178855568	8.8767042	0.022922706
1960.6666666667	0.13389724	0.0173763897	8.8752699	0.021317873
1960.75	0.1341495662	0.0168817176	8.9836569	0.0185498514
1960.8333333333	0.1342704499	0.0164011279	9.0392771	0.0194659856
1960.9166666667	0.1344149656	0.0159342196	9.1035051	0.0176797411
1961	0.1344622571	0.0154806033	9.1038036	0.0194626829
1961.0833333333	0.1345647144	0.0150399006	9.1098394	0.0186276481
1961.1666666667	0.1347958614	0.0146117438	9.1034422	0.0182328312
1961.25	0.1349639348	0.0141957759	9.1158438	0.0178371042
1961.3333333333	0.1353708706	0.0137916497	9.0913572	0.0164881677
1961.4166666667	0.1356595633	0.0133990282	9.1239061	0.0147453638
1961.5	0.1358747164	0.0130175839	9.0702534	0.0145390998
1961.5833333333	0.1361396584	0.0126469985	9.0711622	0.0134024174
1961.6666666667	0.1363651973	0.012286963	9.0628157	0.0139251353
1961.75	0.136664089	0.011937177	9.0524712	0.0123035283
1961.8333333333	0.1369655121	0.0115973488	9.029315	0.0201259137
1961.9166666667	0.1370781948	0.0112671948	8.9837961	0.0184519489
1962	0.1372825636	0.0109464396	8.9693642	0.017527666
1962.0833333333	0.1375471329	0.0106348157	8.9678621	0.0173403916
1962.1666666667	0.1377068884	0.0103320632	8.956789	0.0194832109
1962.25	0.1380891504	0.0100379294	8.9341354	0.0184819943
1962.3333333333	0.1380996213	0.009752169	8.9407415	0.0128190868
1962.4166666667	0.138254054	0.0094745437	8.9451923	0.0107792953
1962.5	0.1384320146	0.0092048218	8.9757853	0.0102894076
1962.5833333333	0.1386413395	0.0089427784	8.9644604	0.0090731299
1962.6666666667	0.1387773772	0.0086881949	8.9974108	0.0088970509
1962.75	0.1388244628	0.0084408588	8.9681768	0.0150592471
1962.8333333333	0.1390232445	0.008200564	8.9391632	0.0091806182
1962.9166666667	0.1393474877	0.0079671098	8.926158	0.0085083322
1963	0.1395879873	0.0077403017	8.9294233	0.0107141348
1963.0833333333	0.1396298074	1.7217911351	8.9511023	0.0093111849
1963.1666666667	0.1397265098	3.3870462685	8.9862757	0.0130000909
1963.25	0.1397134424	5.0048948208	9.0175438	0.0168949419
1963.3333333333	0.1398623999	6.5766863653	9.0700331	0.0171773095
1963.4166666667	0.1399747567	8.1037320556	9.1050329	0.018876242
1963.5	0.1401367372	9.5873057194	9.090744	0.0190100248
1963.5833333333	0.1403535411	11.0286449207	9.0932379	0.0158264369
1963.6666666667	0.140612077	12.4289519929	9.0053205	0.0162753305
1963.75	0.1408392201	13.789395041	8.9860163	0.0134841096
1963.8333333333	0.1409384158	15.1111089162	8.9702415	0.011939587
1963.9166666667	0.1409384158	16.3951961632	8.9657698	0.0167855079
1964	0.1410480418	17.6427279388	8.961421	0.015295643
1964.0833333333	0.141230725	17.1404737216	8.943141	0.0199977844
1964.1666666667	0.141473381	16.652517707	8.8894682	0.019034911
1964.25	0.1416012084	16.178452853	8.8280115	0.0226174408
1964.3333333333	0.141809871	15.7178837051	8.7357187	0.0231036682
1964.4166666667	0.1419845925	15.2704260669	8.6802263	0.021757501
1964.5	0.1420888893	14.835706679	8.6601477	0.0225853565
1964.5833333333	0.142054994	14.4133629082	8.6626539	0.0199808314
1964.6666666667	0.1421514621	14.0030424448	8.673646	0.0202247976
1964.75	0.1421931752	13.6044030084	8.6941614	0.0217435137
1964.8333333333	0.1422870232	13.217112063	8.6963129	0.022988316
1964.9166666667	0.142263562	12.840846539	8.7110367	0.0231541595
1965	0.1422583483	12.4752925641	8.697113	0.0189430936
1965.0833333333	0.1425059676	12.1201452013	8.6908026	0.0168108599
1965.1666666667	0.1425346353	11.7751081945	8.7176666	0.0179371686
1965.25	0.142823873	11.4398937215	8.7319155	0.0137949505
1965.3333333333	0.1429567379	11.1142221538	8.7849541	0.0116265109
1965.4166666667	0.1432380406	10.7978218235	8.7856417	0.0133295207
1965.5	0.143422928	10.4904287964	8.8101883	0.0136803178
1965.5833333333	0.1437301301	10.1917866521	8.7856207	0.015510108
1965.6666666667	0.1440294312	9.90164627	8.8174143	0.0175122115
1965.75	0.1444196893	9.6197656213	8.8585157	0.0132465752
1965.8333333333	0.144872198	9.3459095675	8.8719645	0.014725965
1965.9166666667	0.1453530891	9.0798496639	8.8754892	0.0200075055
1966	0.1458415416	8.8213639694	8.9161959	0.0228901875
1966.0833333333	0.1461012596	8.5702368608	8.9542055	0.0243430988
1966.1666666667	0.146506285	8.3262588535	8.9461899	0.0247841274
1966.25	0.1467217125	8.0892264265	8.9690771	0.023145066
1966.3333333333	0.1469293095	7.8589418526	8.9424524	0.0239327917
1966.4166666667	0.1471679928	7.6352130334	8.9412031	0.0261519752
1966.5	0.1475985164	7.4178533395	8.9111137	0.0227367669
1966.5833333333	0.1479744246	7.2066814541	8.9203892	0.0197136773
1966.6666666667	0.1482102672	7.0015212224	8.8815699	0.0193294198
1966.75	0.1483786922	6.8022015042	8.862958	0.0200985055
1966.8333333333	0.1485211835	6.6085560315	8.8859625	0.0192149638
1966.9166666667	0.1487776167	6.4204232695	8.9304142	0.0154533981
1967	0.1488656695	6.2376462821	8.8966742	0.0137426918
1967.0833333333	0.1489071034	6.0600726006	8.8621206	0.0105627651
1967.1666666667	0.1490495194	5.8875540972	8.8742599	0.0132682487
1967.25	0.1492229806	5.7199468607	8.8671227	0.0141481183
1967.3333333333	0.1495361702	5.5571110769	8.9177237	0.0141735826
1967.4166666667	0.1497768195	5.3989109118	8.9324551	0.0144928888
1967.5	0.1500044773	5.2452143982	8.9734354	0.0152257724
1967.5833333333	0.1501338053	5.0958933261	8.9458799	0.0161482034
1967.6666666667	0.1503019066	4.950823135	8.9700727	0.0167736754
1967.75	0.1505216888	4.8098828106	9.0366659	0.0184486918
1967.8333333333	0.1506768001	4.6729547837	9.0344734	0.0225647193
1967.9166666667	0.1508241336	4.539924832	8.982049	0.0186262354
1968	0.1511523248	4.4106819847	8.9775782	0.0204834139
1968.0833333333	0.1515630582	4.2851184304	8.9626045	0.0200399371
1968.1666666667	0.1518496966	4.1631294268	8.9400883	0.0189839604
1968.25	0.1521336716	4.0446132133	8.9075012	0.0163438886
1968.3333333333	0.1523762773	3.9294709263	8.8779621	0.0180208108
1968.4166666667	0.152528521	3.8176065167	8.8684635	0.0193162923
1968.5	0.1527555533	3.7089266698	8.8232365	0.0209069198
1968.5833333333	0.153124371	3.6033407271	8.8038416	0.0216446031
1968.6666666667	0.1534518083	3.5007606112	8.7475357	0.0229482894
1968.75	0.1539028258	3.4011007521	8.6598063	0.020522327
1968.8333333333	0.1543253092	3.3042780158	8.6672773	0.0231680063
1968.9166666667	0.1547810819	3.2102116348	8.6890936	0.0214659828
1969	0.1551414329	3.118823141	8.7059498	0.0149462945
1969.0833333333	0.155589117	3.0300363003	8.7240496	0.0136209403
1969.1666666667	0.1560108886	2.9437770486	8.7378635	0.0150643943
1969.25	0.1565172939	2.8599734304	8.7714367	0.0204168643
1969.3333333333	0.1569104165	2.7785555385	8.7753553	0.0213092131
1969.4166666667	0.1573059526	2.6994554559	8.8128977	0.0223461637
1969.5	0.1576320238	2.6226071991	8.8804092	0.0235797138
1969.5833333333	0.1578963972	2.547946663	8.9369402	0.0211443688
1969.6666666667	0.1582992397	2.4754115675	9.0344248	0.0216815538
1969.75	0.1586147291	2.4049414053	9.0529966	0.0209005634
1969.8333333333	0.1589916468	2.3364773919	9.0659857	0.0183560162
1969.9166666667	0.1591787709	2.269962416	9.0577402	0.0179320537
1970	0.1594094236	2.2053409923	9.0700884	0.0197832143
1970.0833333333	0.1595298545	2.1425592152	9.0820618	0.0193771413
1970.1666666667	0.1597911651	2.0815647134	9.0730677	0.0166391409
1970.25	0.1599755786	2.0223066066	9.089654	0.0147879804
1970.3333333333	0.1603289427	1.9647354631	9.0867567	0.0164299743
1970.4166666667	0.1606181987	1.9088032584	9.0567446	0.0154539594
1970.5	0.1608792251	1.8544633349	8.9998016	0.0164467016
1970.5833333333	0.16117088	1.8016703635	9.0125427	0.0177541705
1970.6666666667	0.1613473666	1.7503803056	8.9286499	0.0187605469
1970.75	0.1614266475	1.7005503761	8.899992	0.017534282
1970.8333333333	0.1613371363	1.6521390079	8.8700991	0.019566217
1970.9166666667	0.1615545068	1.6051058174	8.870512	0.0200244709
1971	0.1617871687	1.5594115705	8.834609	0.0168120698
1971.0833333333	0.1620402229	1.5150181502	8.8146753	0.0133282992
1971.1666666667	0.1622369986	1.4718885243	8.8350363	0.01315292
1971.25	0.1623034336	1.4299867152	8.8377466	0.0098961554
1971.3333333333	0.1624081875	1.3892777692	8.8341093	0.0116350277
1971.4166666667	0.1626176624	1.3497277279	8.8533096	0.0123260866
1971.5	0.1628424159	1.3113035996	8.8860102	0.0128149591
1971.5833333333	0.162995628	1.2739733315	8.796855	0.0152910012
1971.6666666667	0.1632381658	1.2377057837	8.7894974	0.0136361699
1971.75	0.1633836603	1.2024707027	8.8160152	0.0132614242
1971.8333333333	0.1638786934	1.1682386959	8.8214388	0.0152265351
1971.9166666667	0.1641720252	1.134981208	8.8211565	0.0169035332
1972	0.1643046339	1.1026704962	8.8586321	0.0150816493
1972.0833333333	0.1644856675	1.0712796076	8.8665495	0.0136679252
1972.1666666667	0.1647049037	1.0407823567	8.8715496	0.0182874793
1972.25	0.1651050133	1.0111533033	8.846488	0.0168818319
1972.3333333333	0.1654845871	0.9823677316	8.8379641	0.0172927982
1972.4166666667	0.165917482	0.9544016292	8.796977	0.0146268575
1972.5	0.1663094722	0.9272316674	8.7925787	0.0165232666
1972.5833333333	0.1667598167	0.9008351818	8.8898544	0.013562979
1972.6666666667	0.1672506392	0.8751901528	8.9878979	0.0117403519
1972.75	0.167898766	0.850275188	9.0205603	0.0116761326
1972.8333333333	0.1683509352	0.8260695039	9.0668898	0.0121096899
1972.9166666667	0.1689628161	0.8025529087	9.1171675	0.0119198355
1973	0.1697188984	0.7797057853	9.1435022	0.012735388
1973.0833333333	0.1704338597	0.7575090751	9.1576529	0.0112436902
1973.1666666667	0.1711913635	0.7359442622	9.1625509	0.0124110864
1973.25	0.1718445347	0.7149933576	9.1762686	0.010294368
1973.3333333333	0.1723809298	0.6946388846	9.2114897	0.0106345897
1973.4166666667	0.1728007366	0.674863864	9.2437963	0.0122747555
1973.5	0.1730762971	0.6556517998	9.2435799	0.0126051756
1973.5833333333	0.1732810222	0.6369866658	9.1791286	0.013625498
1973.6666666667	0.1735716093	0.6188528919	9.0776358	0.014545083
1973.75	0.1738696892	0.6012353513	9.0291023	0.0128888101
1973.8333333333	0.1741601054	0.584119348	8.985384	0.01455543
1973.9166666667	0.1743393637	0.567490604	8.9369717	0.0180753007
1974	0.1743519863	0.5513352481	8.8964443	0.0180950479
1974.0833333333	0.1743822799	0.5356398038	8.8802996	0.0176852053
1974.1666666667	0.1743469373	0.5203911783	8.8840914	0.017941931
1974.25	0.1743216918	0.5055766517	8.8555918	0.0193670577
1974.3333333333	0.1743292655	0.4911838658	8.8094826	0.0211050924
1974.4166666667	0.1743747066	0.4772008146	8.7865219	0.0217397482
1974.5	0.1745917857	0.4636158337	8.7543411	0.0204731009
1974.5833333333	0.1749274082	0.4504175909	8.8167734	0.0218712219
1974.6666666667	0.1751040064	0.4375950764	8.8830833	0.0219543536
1974.75	0.1751973386	0.425137594	8.9302788	0.0209158079
1974.8333333333	0.1753587575	0.413034752	8.9448853	0.0194607119
1974.9166666667	0.1755403226	0.4012764543	8.9910746	0.0173867863
1975	0.1758630236	0.3898528926	9.0132084	0.017186135
1975.0833333333	0.1760520578	0.3787545375	9.0297861	0.0186059292
1975.1666666667	0.1762309773	0.3679721311	8.9847078	0.0220378104
1975.25	0.1765232277	0.3574966788	9.021574	0.0244685658
1975.3333333333	0.1768128743	0.3473194423	9.0328894	0.0251195841
1975.4166666667	0.1770621551	0.337431932	9.0262671	0.0248050226
1975.5	0.1773365439	0.3278258999	9.0373821	0.0248057045
1975.5833333333	0.1775831779	0.3184933329	9.0186157	0.0236645313
1975.6666666667	0.1779203136	0.3094264459	8.9912577	0.0233277581
1975.75	0.1783252295	0.3006176757	8.8904753	0.0216823983
1975.8333333333	0.1786998192	0.292059674	8.8673153	0.021456449
1975.9166666667	0.1789184745	0.283745302	8.8025236	0.02330002
1976	0.1790843191	0.275667624	8.7505484	0.0209836349
1976.0833333333	0.1793882961	0.6551313275	8.7262812	0.0212189483
1976.1666666667	0.1795791765	1.0237924359	8.7301807	0.0227331146
1976.25	0.1796771142	1.3819584782	8.709549	0.0231997757
1976.3333333333	0.1797800639	1.7299282285	8.6410046	0.022777697
1976.4166666667	0.1799934626	2.0679919555	8.6220274	0.0239699559
1976.5	0.1802595195	2.3964316644	8.6274366	0.0246446475
1976.5833333333	0.1805179787	2.7155213323	8.5941553	0.0250935005
1976.6666666667	0.1806384029	3.0255271368	8.6283617	0.0257921995
1976.75	0.1810171428	3.3267076778	8.7256966	0.0262290809
1976.8333333333	0.1813305607	3.6193141935	8.7756319	0.0259274657
1976.9166666667	0.1818418479	3.9035907696	8.83636	0.0280470355
1977	0.1823528738	4.1797745435	8.9028349	0.0277320054
1977.0833333333	0.1828135752	4.0607844758	8.9379053	0.0247904387
1977.1666666667	0.1832865749	3.9451818244	8.9899216	0.0257245126
1977.25	0.1838443768	3.8328701561	8.9874716	0.0259211465
1977.3333333333	0.1844543509	3.7237557829	9.0562067	0.0274992955
1977.4166666667	0.1849965154	3.6177476841	9.1360235	0.028321619
1977.5	0.1854510075	3.5147574302	9.1512871	0.0265710804
1977.5833333333	0.1860525173	3.4146991088	9.1767073	0.0232657032
1977.6666666667	0.1865589026	3.3174892537	9.1707659	0.0250669505
1977.75	0.1869678149	3.2230467744	9.1680098	0.0217325409
1977.8333333333	0.1874014782	3.1312928891	9.1537132	0.0202316677
1977.9166666667	0.1876954647	3.0421510589	9.1278677	0.017675302
1978	0.1881636714	2.9555469235	9.0817795	0.0139312055
1978.0833333333	0.1885843724	2.8714082398	9.0641289	0.0132672553
1978.1666666667	0.1890422126	2.789664821	8.9881592	0.0130741358
1978.25	0.1893257693	2.7102484788	8.9985619	0.0131808025
1978.3333333333	0.1896241632	2.6330929656	9.0035887	0.0129346004
1978.4166666667	0.1899746623	2.5581339201	8.9839764	0.0135761547
1978.5	0.190312616	2.4853088131	8.9858866	0.0138543894
1978.5833333333	0.1905883612	2.4145568956	8.9878836	0.018302506
1978.6666666667	0.1909335566	2.3458191478	8.9504347	0.0183437711
1978.75	0.1913109001	2.2790382302	8.9305811	0.0188496542
1978.8333333333	0.1916037397	2.2141584358	8.9069395	0.0185140427
1978.9166666667	0.1918543224	2.1511256431	8.8960962	0.0207703573
1979	0.1921569228	2.0898872717	8.9124117	0.0206367621
1979.0833333333	0.1924346393	2.0303922379	8.8911009	0.0225374697
1979.1666666667	0.1927296285	1.9725909122	8.9359179	0.0183278569
1979.25	0.1931261157	1.916435078	8.9512167	0.018511254
1979.3333333333	0.1935496876	1.8618778915	8.9753113	0.0184474287
1979.4166666667	0.1939210942	1.8088738421	8.973629	0.0181517439
1979.5	0.1944037167	1.7573787151	9.0386772	0.0165268898
1979.5833333333	0.1947970674	1.7073495544	9.0545006	0.017342872
1979.6666666667	0.1952001531	1.6587446268	9.1151485	0.0196155641
1979.75	0.1956722739	1.6115233872	9.1102686	0.0201438522
1979.8333333333	0.1961441718	1.5656464446	9.1487875	0.0229916294
1979.9166666667	0.1967516288	1.5210755294	9.1872711	0.0218957359
1980	0.1972600285	1.4777734618	9.1928854	0.0218204069
1980.0833333333	0.1976892522	1.4357041199	9.2420225	0.0197648349
1980.1666666667	0.1981552693	1.3948324105	9.2641306	0.0172441438
1980.25	0.1986900584	1.3551242394	9.2700911	0.0165292651
1980.3333333333	0.19916546	1.3165464828	9.2657833	0.016955616
1980.4166666667	0.1996455587	1.27906696	9.2931471	0.0174069304
1980.5	0.2000171692	1.2426544066	9.2469587	0.0185581804
1980.5833333333	0.2004009396	1.2072784478	9.3096704	0.0188049857
1980.6666666667	0.2009492789	1.1729095739	9.335638	0.0176112476
1980.75	0.20132532	1.1395191151	9.4092522	0.018365234
1980.8333333333	0.2017429775	1.1070792179	9.4144087	0.0202405681
1980.9166666667	0.2021211757	1.0755628216	9.3959894	0.0204690644
1981	0.2024231403	1.0449436359	9.4170141	0.0178728775
1981.0833333333	0.2027520061	1.015196119	9.4168139	0.0199473453
1981.1666666667	0.2030071707	0.9862954561	9.450902	0.0182793364
1981.25	0.2032083123	0.958217539	9.4302969	0.0222646569
1981.3333333333	0.2034707168	0.9309389457	9.417779	0.0247558318
1981.4166666667	0.2038090433	0.904436921	9.3917742	0.0231798734
1981.5	0.2042036129	0.8786893575	9.433939	0.0228704067
1981.5833333333	0.2045857804	0.8536747772	9.3566561	0.0217186005
1981.6666666667	0.2048747588	0.8293723134	9.2979488	0.0219160359
1981.75	0.2051881325	0.8057616936	9.1833296	0.0178233188
1981.8333333333	0.2055209846	0.7828232223	9.1372366	0.0164883137
1981.9166666667	0.2059271097	0.7605377647	9.121377	0.0172675041
1982	0.2062425991	0.7388867309	9.0746946	0.0182081023
1982.0833333333	0.206621544	1.8677924584	9.0545921	0.0182207044
1982.1666666667	0.2070174491	2.9645604312	8.9998522	0.0194992572
1982.25	0.207359463	4.0301055488	8.9992313	0.0221922354
1982.3333333333	0.2076696174	5.0653166653	8.9814339	0.0201346058
1982.4166666667	0.2078869124	6.0710573308	8.9558268	0.020784009
1982.5	0.2081261264	7.0481665118	8.9423313	0.0209391289
1982.5833333333	0.208301839	7.9974592912	9.0041819	0.0220565264
1982.6666666667	0.2085897457	8.9197275479	9.0508051	0.02311433
1982.75	0.2087702551	9.8157406176	9.1239157	0.025199395
1982.8333333333	0.2090946022	10.6862459345	9.1492977	0.0247304801
1982.9166666667	0.2094090941	11.5319696548	9.1830969	0.0261927612
1983	0.2098331358	12.3536172625	9.1992006	0.0245215704
1983.0833333333	0.2103008353	12.0019337593	9.1926241	0.0264930108
1983.1666666667	0.2108218678	11.6602620027	9.2287197	0.0307070077
1983.25	0.2112720743	11.3283169779	9.2693977	0.0327011271
1983.3333333333	0.2117366696	11.0058217835	9.29916	0.0283138079
