# Berkeley Interpolated
#
# Year    CO2 (ppm)
1867.0416666667 287.9692437836
1867.125    287.9814179198
1867.2083333333 287.9936152832
1867.2916666667 288.0058358043
1867.375    288.0180794136
1867.4583333333 288.0303460418
1867.5416666667 288.0426356193
1867.625    288.0549480768
1867.7083333333 288.0672833448
1867.7916666667 288.0796413539
1867.875    288.0920220346
1867.9583333333 288.1044253175
1868.0416666667 288.1168511331
1868.125    288.129299412
1868.2083333333 288.1417700848
1868.2916666667 288.1542630821
1868.375    288.1667783343
1868.4583333333 288.1793157721
1868.5416666667 288.191875326
1868.625    288.2044569265
1868.7083333333 288.2170605044
1868.7916666667 288.2296859899
1868.875    288.2423333139
1868.9583333333 288.2550024068
1869.0416666667 288.2676931991
1869.125    288.2804056215
1869.2083333333 288.2931396045
1869.2916666667 288.3058950786
1869.375    288.3186719745
1869.4583333333 288.3314702226
1869.5416666667 288.3442897536
1869.625    288.3571304979
1869.7083333333 288.3699923863
1869.7916666667 288.3828753491
1869.875    288.3957793171
1869.9583333333 288.4087042207
1870.0416666667 288.4216500312
1870.125    288.434617656
1870.2083333333 288.4476089388
1870.2916666667 288.4606257638
1870.375    288.4736700153
1870.4583333333 288.4867435777
1870.5416666667 288.4998483353
1870.625    288.5129861723
1870.7083333333 288.5261589731
1870.7916666667 288.5393686219
1870.875    288.5526170031
1870.9583333333 288.5659060009
1871.0416666667 288.5792374997
1871.125    288.5926133838
1871.2083333333 288.6060355375
1871.2916666667 288.619505845
1871.375    288.6330261907
1871.4583333333 288.6465984589
1871.5416666667 288.6602245338
1871.625    288.6739062999
1871.7083333333 288.6876456413
1871.7916666667 288.7014444425
1871.875    288.7153045876
1871.9583333333 288.729227961
1872.0416666667 288.7432164471
1872.125    288.75727193
1872.2083333333 288.7713962941
1872.2916666667 288.7855914238
1872.375    288.7998592032
1872.4583333333 288.8142015168
1872.5416666667 288.8286202488
1872.625    288.8431172834
1872.7083333333 288.8576945052
1872.7916666667 288.8723537982
1872.875    288.8870970469
1872.9583333333 288.9019261355
1873.0416666667 288.9168429483
1873.125    288.9318493697
1873.2083333333 288.9469472839
1873.2916666667 288.9621385753
1873.375    288.977425128
1873.4583333333 288.9928088266
1873.5416666667 289.0082915552
1873.625    289.0238751981
1873.7083333333 289.0395616397
1873.7916666667 289.0553527643
1873.875    289.0712504561
1873.9583333333 289.0872565995
1874.0416666667 289.1033730787
1874.125    289.1196017781
1874.2083333333 289.135944582
1874.2916666667 289.1524033746
1874.375    289.1689800404
1874.4583333333 289.1856764635
1874.5416666667 289.2024945283
1874.625    289.2194361191
1874.7083333333 289.2365031201
1874.7916666667 289.2536974158
1874.875    289.2710208903
1874.9583333333 289.2884754281
1875.0416666667 289.3060629133
1875.125    289.3237852304
1875.2083333333 289.3416442635
1875.2916666667 289.3596418971
1875.375    289.3777800154
1875.4583333333 289.3960605027
1875.5416666667 289.4144852433
1875.625    289.4330561215
1875.7083333333 289.4517750216
1875.7916666667 289.470643828
1875.875    289.4896644249
1875.9583333333 289.5088386966
1876.0416666667 289.5281685274
1876.125    289.5476558017
1876.2083333333 289.5673024037
1876.2916666667 289.5871102178
1876.375    289.6070811282
1876.4583333333 289.6272170193
1876.5416666667 289.6475197753
1876.625    289.6679912805
1876.7083333333 289.6886334193
1876.7916666667 289.709448076
1876.875    289.7304371348
1876.9583333333 289.7516024801
1877.0416666667 289.7729459961
1877.125    289.7944695673
1877.2083333333 289.8161750777
1877.2916666667 289.8380644119
1877.375    289.860139454
1877.4583333333 289.8824020885
1877.5416666667 289.9048541995
1877.625    289.9274976713
1877.7083333333 289.9503343884
1877.7916666667 289.973366235
1877.875    289.9965950953
1877.9583333333 290.0200228538
1878.0416666667 290.0436513946
1878.125    290.0674826022
1878.2083333333 290.0915183607
1878.2916666667 290.1157605546
1878.375    290.1402110681
1878.4583333333 290.1648717854
1878.5416666667 290.189744591
1878.625    290.2148313691
1878.7083333333 290.2401340041
1878.7916666667 290.2656543801
1878.875    290.2913943816
1878.9583333333 290.3173558928
1879.0416666667 290.3435407981
1879.125    290.3699509817
1879.2083333333 290.3965883279
1879.2916666667 290.423454721
1879.375    290.4505520454
1879.4583333333 290.4778821854
1879.5416666667 290.5054470252
1879.625    290.5332484491
1879.7083333333 290.5612883415
1879.7916666667 290.5895685866
1879.875    290.6180910689
1879.9583333333 290.6468576724
1880.0416666667 290.6758701258
1880.125    290.7051265718
1880.2083333333 290.7346215681
1880.2916666667 290.7643495163
1880.375    290.7943048178
1880.4583333333 290.8244818744
1880.5416666667 290.8548750876
1880.625    290.8854788591
1880.7083333333 290.9162875904
1880.7916666667 290.9472956831
1880.875    290.9784975389
1880.9583333333 291.0098875594
1881.0416666667 291.0414601461
1881.125    291.0732097007
1881.2083333333 291.1051306247
1881.2916666667 291.1372173199
1881.375    291.1694641877
1881.4583333333 291.2018656297
1881.5416666667 291.2344160477
1881.625    291.2671098431
1881.7083333333 291.2999414176
1881.7916666667 291.3329051728
1881.875    291.3659955104
1881.9583333333 291.3992068318
1882.0416666667 291.4325335387
1882.125    291.4659700327
1882.2083333333 291.4995107155
1882.2916666667 291.5331499885
1882.375    291.5668822535
1882.4583333333 291.600701912
1882.5416666667 291.6346033656
1882.625    291.6685810159
1882.7083333333 291.7026292646
1882.7916666667 291.7367425132
1882.875    291.7709151634
1882.9583333333 291.8051416167
1883.0416666667 291.8394162748
1883.125    291.8737335392
1883.2083333333 291.9080878115
1883.2916666667 291.9424734935
1883.375    291.9768849865
1883.4583333333 292.0113166924
1883.5416666667 292.0457630126
1883.625    292.0802183488
1883.7083333333 292.1146771026
1883.7916666667 292.1491336756
1883.875    292.1835824693
1883.9583333333 292.2180178855
1884.0416666667 292.2524343256
1884.125    292.2868261913
1884.2083333333 292.3211878843
1884.2916666667 292.355513806
1884.375    292.3897983581
1884.4583333333 292.4240359423
1884.5416666667 292.4582209601
1884.625    292.492347813
1884.7083333333 292.5264109029
1884.7916666667 292.5604046311
1884.875    292.5943233994
1884.9583333333 292.6281616093
1885.0416666667 292.6619136624
1885.125    292.6955739604
1885.2083333333 292.7291369049
1885.2916666667 292.7625968973
1885.375    292.7959483395
1885.4583333333 292.8291856329
1885.5416666667 292.8623031791
1885.625    292.8952953799
1885.7083333333 292.9281566366
1885.7916666667 292.9608813511
1885.875    292.9934639248
1885.9583333333 293.0258987595
1886.0416666667 293.0581802566
1886.125    293.0903028177
1886.2083333333 293.1222608446
1886.2916666667 293.1540487388
1886.375    293.1856609019
1886.4583333333 293.2170917354
1886.5416666667 293.2483356411
1886.625    293.2793870205
1886.7083333333 293.3102402752
1886.7916666667 293.3408898068
1886.875    293.371330017
1886.9583333333 293.4015553072
1887.0416666667 293.4315600792
1887.125    293.4613387346
1887.2083333333 293.4908856748
1887.2916666667 293.5201953016
1887.375    293.5492620166
1887.4583333333 293.5780802212
1887.5416666667 293.6066443173
1887.625    293.6349487063
1887.7083333333 293.6629877898
1887.7916666667 293.6907559695
1887.875    293.718247647
1887.9583333333 293.7454572239
1888.0416666667 293.7723791017
1888.125    293.7990076821
1888.2083333333 293.8253373667
1888.2916666667 293.851362557
1888.375    293.8770776548
1888.4583333333 293.9024770615
1888.5416666667 293.9275551789
1888.625    293.9523064084
1888.7083333333 293.9767251518
1888.7916666667 294.0008058105
1888.875    294.0245427863
1888.9583333333 294.0479304807
1889.0416666667 294.0709632952
1889.125    294.0936356317
1889.2083333333 294.1159418915
1889.2916666667 294.1378764764
1889.375    294.1594337879
1889.4583333333 294.1806082276
1889.5416666667 294.2013941972
1889.625    294.2217860982
1889.7083333333 294.2417783323
1889.7916666667 294.261365301
1889.875    294.280541406
1889.9583333333 294.2993010488
1890.0416666667 294.317638906
1890.125    294.3355559757
1890.2083333333 294.3530595779
1890.2916666667 294.3701573074
1890.375    294.3868567592
1890.4583333333 294.4031655279
1890.5416666667 294.4190912085
1890.625    294.4346413957
1890.7083333333 294.4498236845
1890.7916666667 294.4646456695
1890.875    294.4791149458
1890.9583333333 294.493239108
1891.0416666667 294.5070257511
1891.125    294.5204824698
1891.2083333333 294.533616859
1891.2916666667 294.5464365136
1891.375    294.5589490283
1891.4583333333 294.5711619979
1891.5416666667 294.5830830174
1891.625    294.5947196816
1891.7083333333 294.6060795852
1891.7916666667 294.6171703231
1891.875    294.6279994902
1891.9583333333 294.6385746813
1892.0416666667 294.6489034911
1892.125    294.6589935146
1892.2083333333 294.6688523466
1892.2916666667 294.6784875819
1892.375    294.6879068153
1892.4583333333 294.6971176417
1892.5416666667 294.7061276558
1892.625    294.7149444526
1892.7083333333 294.7235756269
1892.7916666667 294.7320287734
1892.875    294.7403114871
1892.9583333333 294.7484313627
1893.0416666667 294.7563959951
1893.125    294.7642129791
1893.2083333333 294.7718899096
1893.2916666667 294.7794343813
1893.375    294.7868539892
1893.4583333333 294.794156328
1893.5416666667 294.8013489925
1893.625    294.8084395777
1893.7083333333 294.8154356783
1893.7916666667 294.8223448892
1893.875    294.8291748052
1893.9583333333 294.8359330211
1894.0416666667 294.8426271318
1894.125    294.8492647321
1894.2083333333 294.8558534168
1894.2916666667 294.8624007808
1894.375    294.8689144188
1894.4583333333 294.8754019258
1894.5416666667 294.8818708965
1894.625    294.8883289259
1894.7083333333 294.8947836086
1894.7916666667 294.9012425396
1894.875    294.9077133136
1894.9583333333 294.9142035256
1895.0416666667 294.9207207703
1895.125    294.9272726426
1895.2083333333 294.9338667373
1895.2916666667 294.9405106492
1895.375    294.9472119732
1895.4583333333 294.9539783041
1895.5416666667 294.9608172368
1895.625    294.967736366
1895.7083333333 294.9747432866
1895.7916666667 294.9818455934
1895.875    294.9890508813
1895.9583333333 294.996366745
1896.0416666667 295.0038007795
1896.125    295.0113605796
1896.2083333333 295.01905374
1896.2916666667 295.0268878556
1896.375    295.0348705213
1896.4583333333 295.0430093319
1896.5416666667 295.0513118822
1896.625    295.059785767
1896.7083333333 295.0684385812
1896.7916666667 295.0772779196
1896.875    295.086311377
1896.9583333333 295.0955465483
1897.0416666667 295.1049910283
1897.125    295.1146524119
1897.2083333333 295.1245382938
1897.2916666667 295.1346562689
1897.375    295.145013932
1897.4583333333 295.155618878
1897.5416666667 295.1664787017
1897.625    295.1776009979
1897.7083333333 295.1889933614
1897.7916666667 295.2006633871
1897.875    295.2126186699
1897.9583333333 295.2248668045
1898.0416666667 295.2374153857
1898.125    295.2502720085
1898.2083333333 295.2634442677
1898.2916666667 295.276939758
1898.375    295.2907660743
1898.4583333333 295.3049308114
1898.5416666667 295.3194415642
1898.625    295.3343059275
1898.7083333333 295.3495314962
1898.7916666667 295.365125865
1898.875    295.3810966288
1898.9583333333 295.3974513824
1899.0416666667 295.4141977207
1899.125    295.4313432384
1899.2083333333 295.4488955305
1899.2916666667 295.4668621918
1899.375    295.485250817
1899.4583333333 295.504069001
1899.5416666667 295.5233243387
1899.625    295.5430244249
1899.7083333333 295.5631768544
1899.7916666667 295.583789222
1899.875    295.6048691226
1899.9583333333 295.626424151
1900.0416666667 295.6484615934
1900.125    295.6709816382
1900.2083333333 295.6939773755
1900.2916666667 295.7174415872
1900.375    295.7413670549
1900.4583333333 295.7657465605
1900.5416666667 295.7905728854
1900.625    295.8158388116
1900.7083333333 295.8415371207
1900.7916666667 295.8676605944
1900.875    295.8942020144
1900.9583333333 295.9211541624
1901.0416666667 295.9485098203
1901.125    295.9762617696
1901.2083333333 296.004402792
1901.2916666667 296.0329256694
1901.375    296.0618231834
1901.4583333333 296.0910881157
1901.5416666667 296.120713248
1901.625    296.1506913621
1901.7083333333 296.1810152397
1901.7916666667 296.2116776624
1901.875    296.2426714121
1901.9583333333 296.2739892703
1902.0416666667 296.3056240189
1902.125    296.3375684394
1902.2083333333 296.3698153138
1902.2916666667 296.4023574236
1902.375    296.4351875505
1902.4583333333 296.4682984764
1902.5416666667 296.5016829828
1902.625    296.5353338516
1902.7083333333 296.5692438644
1902.7916666667 296.6034058029
1902.875    296.6378124489
1902.9583333333 296.6724565841
1903.0416666667 296.7073309901
1903.125    296.7424284487
1903.2083333333 296.7777417416
1903.2916666667 296.8132636506
1903.375    296.8489869573
1903.4583333333 296.8849044434
1903.5416666667 296.9210088907
1903.625    296.9572930809
1903.7083333333 296.9937497956
1903.7916666667 297.0303718167
1903.875    297.0671519258
1903.9583333333 297.1040829046
1904.0416666667 297.1411575348
1904.125    297.1783685982
1904.2083333333 297.2157088765
1904.2916666667 297.2531711513
1904.375    297.2907482045
1904.4583333333 297.3284328176
1904.5416666667 297.3662177725
1904.625    297.4040958508
1904.7083333333 297.4420598343
1904.7916666667 297.4801025046
1904.875    297.5182166435
1904.9583333333 297.5563950327
1905.0416666667 297.5946304539
1905.125    297.6329156888
1905.2083333333 297.6712435192
1905.2916666667 297.7096067267
1905.375    297.747998093
1905.4583333333 297.7864103999
1905.5416666667 297.8248364291
1905.625    297.8632689623
1905.7083333333 297.9017007812
1905.7916666667 297.9401246676
1905.875    297.978533403
1905.9583333333 298.0169197694
1906.0416666667 298.0552765483
1906.125    298.0935965214
1906.2083333333 298.1318724706
1906.2916666667 298.1700971775
1906.375    298.2082634237
1906.4583333333 298.2463639912
1906.5416666667 298.2843916614
1906.625    298.3223392162
1906.7083333333 298.3601994373
1906.7916666667 298.3979651064
1906.875    298.4356290052
1906.9583333333 298.4731839154
1907.0416666667 298.5106226187
1907.125    298.5479378969
1907.2083333333 298.5851225316
1907.2916666667 298.6221693046
1907.375    298.6590709975
1907.4583333333 298.6958203922
1907.5416666667 298.7324102703
1907.625    298.7688334135
1907.7083333333 298.8050826035
1907.7916666667 298.841150622
1907.875    298.8770302509
1907.9583333333 298.9127142717
1908.0416666667 298.9481954662
1908.125    298.9834666161
1908.2083333333 299.0185205031
1908.2916666667 299.0533499089
1908.375    299.0879476153
1908.4583333333 299.1223064039
1908.5416666667 299.1564190565
1908.625    299.1902783548
1908.7083333333 299.2238770805
1908.7916666667 299.2572080153
1908.875    299.2902639409
1908.9583333333 299.3230376391
1909.0416666667 299.3555218915
1909.125    299.3877094798
1909.2083333333 299.4195931859
1909.2916666667 299.4511657913
1909.375    299.4824200778
1909.4583333333 299.5133488272
1909.5416666667 299.5439448211
1909.625    299.5742008412
1909.7083333333 299.6041096693
1909.7916666667 299.6336640871
1909.875    299.6628568762
1909.9583333333 299.6916808184
1910.0416666667 299.7201289758
1910.125    299.7482008583
1910.2083333333 299.7759024236
1910.2916666667 299.8032399099
1910.375    299.8302195553
1910.4583333333 299.856847598
1910.5416666667 299.883130276
1910.625    299.9090738275
1910.7083333333 299.9346844906
1910.7916666667 299.9599685035
1910.875    299.9849321042
1910.9583333333 300.0095815309
1911.0416666667 300.0339230217
1911.125    300.0579628147
1911.2083333333 300.0817071482
1911.2916666667 300.1051622601
1911.375    300.1283343886
1911.4583333333 300.1512297719
1911.5416666667 300.173854648
1911.625    300.1962152552
1911.7083333333 300.2183178315
1911.7916666667 300.240168615
1911.875    300.2617738439
1911.9583333333 300.2831397562
1912.0416666667 300.3042725903
1912.125    300.325178584
1912.2083333333 300.3458639757
1912.2916666667 300.3663350033
1912.375    300.3865979051
1912.4583333333 300.4066589191
1912.5416666667 300.4265242835
1912.625    300.4462002364
1912.7083333333 300.465693016
1912.7916666667 300.4850088603
1912.875    300.5041540075
1912.9583333333 300.5231346957
1913.0416666667 300.541957163
1913.125    300.5606276476
1913.2083333333 300.5791523876
1913.2916666667 300.5975376211
1913.375    300.6157895862
1913.4583333333 300.6339145211
1913.5416666667 300.6519186639
1913.625    300.6698082527
1913.7083333333 300.6875895257
1913.7916666667 300.7052687209
1913.875    300.7228520765
1913.9583333333 300.7403458306
1914.0416666667 300.7577562214
1914.125    300.7750894869
1914.2083333333 300.7923518654
1914.2916666667 300.8095495948
1914.375    300.8266889135
1914.4583333333 300.8437760593
1914.5416666667 300.8608172706
1914.625    300.8778187855
1914.7083333333 300.8947868419
1914.7916666667 300.9117276782
1914.875    300.9286475323
1914.9583333333 300.9455526425
1915.0416666667 300.9624492468
1915.125    300.9793435834
1915.2083333333 300.9962418905
1915.2916666667 301.013150406
1915.375    301.0300753682
1915.4583333333 301.0470230152
1915.5416666667 301.0639995852
1915.625    301.0810113161
1915.7083333333 301.0980644462
1915.7916666667 301.1151652136
1915.875    301.1323198564
1915.9583333333 301.1495346128
1916.0416666667 301.1668157208
1916.125    301.1841694186
1916.2083333333 301.2016019443
1916.2916666667 301.2191195361
1916.375    301.236728432
1916.4583333333 301.2544348703
1916.5416666667 301.2722450889
1916.625    301.2901653261
1916.7083333333 301.30820182
1916.7916666667 301.3263608086
1916.875    301.3446485302
1916.9583333333 301.3630712229
1917.0416666667 301.3816351247
1917.125    301.4003464738
1917.2083333333 301.4192115084
1917.2916666667 301.4382364665
1917.375    301.4574275862
1917.4583333333 301.4767911058
1917.5416666667 301.4963332633
1917.625    301.5160602969
1917.7083333333 301.5359784447
1917.7916666667 301.5560939447
1917.875    301.5764130352
1917.9583333333 301.5969419543
1918.0416666667 301.61768694
1918.125    301.6386542306
1918.2083333333 301.659850064
1918.2916666667 301.6812806786
1918.375    301.7029523123
1918.4583333333 301.7248712034
1918.5416666667 301.7470435899
1918.625    301.7694757099
1918.7083333333 301.7921738017
1918.7916666667 301.8151441033
1918.875    301.8383928528
1918.9583333333 301.8619262884
1919.0416666667 301.8857506482
1919.125    301.9098721703
1919.2083333333 301.9342970928
1919.2916666667 301.9590316539
1919.375    301.9840820918
1919.4583333333 302.0094546444
1919.5416666667 302.03515555
1919.625    302.0611910467
1919.7083333333 302.0875673726
1919.7916666667 302.1142907658
1919.875    302.1413674644
1919.9583333333 302.1688037067
1920.0416666667 302.1966054954
1920.125    302.224773423
1920.2083333333 302.2533026714
1920.2916666667 302.2821881875
1920.375    302.3114249178
1920.4583333333 302.3410078092
1920.5416666667 302.3709318083
1920.625    302.4011918619
1920.7083333333 302.4317829167
1920.7916666667 302.4626999195
1920.875    302.4939378168
1920.9583333333 302.5254915556
1921.0416666667 302.5573560825
1921.125    302.5895263442
1921.2083333333 302.6219972874
1921.2916666667 302.654763859
1921.375    302.6878210055
1921.4583333333 302.7211636737
1921.5416666667 302.7547868104
1921.625    302.7886853623
1921.7083333333 302.8228542761
1921.7916666667 302.8572884985
1921.875    302.8919829762
1921.9583333333 302.9269326561
1922.0416666667 302.9621324847
1922.125    302.9975774088
1922.2083333333 303.0332623752
1922.2916666667 303.0691823306
1922.375    303.1053322216
1922.4583333333 303.1417069951
1922.5416666667 303.1783015977
1922.625    303.2151109762
1922.7083333333 303.2521300773
1922.7916666667 303.2893538478
1922.875    303.3267772342
1922.9583333333 303.3643951835
1923.0416666667 303.4022026422
1923.125    303.4401945571
1923.2083333333 303.478365875
1923.2916666667 303.5167115426
1923.375    303.5552265065
1923.4583333333 303.5939057136
1923.5416666667 303.6327441105
1923.625    303.671736644
1923.7083333333 303.7108782607
1923.7916666667 303.7501639075
1923.875    303.789588531
1923.9583333333 303.829147078
1924.0416666667 303.8688344952
1924.125    303.9086457293
1924.2083333333 303.9485757271
1924.2916666667 303.9886194352
1924.375    304.0287718003
1924.4583333333 304.0690277693
1924.5416666667 304.1093822889
1924.625    304.1498303057
1924.7083333333 304.1903667665
1924.7916666667 304.230986618
1924.875    304.2716848069
1924.9583333333 304.31245628
1925.0416666667 304.353295984
1925.125    304.3941988656
1925.2083333333 304.4351598716
1925.2916666667 304.4761739486
1925.375    304.5172360433
1925.4583333333 304.5583411026
1925.5416666667 304.5994840732
1925.625    304.6406599017
1925.7083333333 304.6818635348
1925.7916666667 304.7230899194
1925.875    304.7643340021
1925.9583333333 304.8055907297
1926.0416666667 304.8468550488
1926.125    304.8881219063
1926.2083333333 304.9293862488
1926.2916666667 304.970643023
1926.375    305.0118871758
1926.4583333333 305.0531136537
1926.5416666667 305.0943174036
1926.625    305.1354933721
1926.7083333333 305.176636506
1926.7916666667 305.217741752
1926.875    305.2588040568
1926.9583333333 305.2998183672
1927.0416666667 305.3407796299
1927.125    305.3816827915
1927.2083333333 305.4225227989
1927.2916666667 305.4632945988
1927.375    305.5039931378
1927.4583333333 305.5446133627
1927.5416666667 305.5851502203
1927.625    305.6255986572
1927.7083333333 305.6659536202
1927.7916666667 305.706210056
1927.875    305.7463629113
1927.9583333333 305.7864071328
1928.0416666667 305.8263376674
1928.125    305.8661494616
1928.2083333333 305.9058374622
1928.2916666667 305.945396616
1928.375    305.9848218697
1928.4583333333 306.02410817
1928.5416666667 306.0632504636
1928.625    306.1022436972
1928.7083333333 306.1410828177
1928.7916666667 306.1797627716
1928.875    306.2182785057
1928.9583333333 306.2566249668
1929.0416666667 306.2947971015
1929.125    306.3327898567
1929.2083333333 306.3705981789
1929.2916666667 306.4082170151
1929.375    306.4456413117
1929.4583333333 306.4828660157
1929.5416666667 306.5198860737
1929.625    306.5566964324
1929.7083333333 306.5932920386
1929.7916666667 306.629667839
1929.875    306.6658187803
1929.9583333333 306.7017398093
1930.0416666667 306.7374259961
1930.125    306.7728752518
1930.2083333333 306.8080883281
1930.2916666667 306.8430661002
1930.375    306.8778094434
1930.4583333333 306.9123192328
1930.5416666667 306.9465963438
1930.625    306.9806416516
1930.7083333333 307.0144560313
1930.7916666667 307.0480403584
1930.875    307.0813955079
1930.9583333333 307.1145223551
1931.0416666667 307.1474217753
1931.125    307.1800946437
1931.2083333333 307.2125418355
1931.2916666667 307.244764226
1931.375    307.2767626904
1931.4583333333 307.308538104
1931.5416666667 307.340091342
1931.625    307.3714232795
1931.7083333333 307.402534792
1931.7916666667 307.4334267545
1931.875    307.4641000424
1931.9583333333 307.4945555308
1932.0416666667 307.5247940951
1932.125    307.5548166104
1932.2083333333 307.584623952
1932.2916666667 307.6142169951
1932.375    307.643596615
1932.4583333333 307.6727636868
1932.5416666667 307.701719086
1932.625    307.7304636876
1932.7083333333 307.7589983669
1932.7916666667 307.7873239991
1932.875    307.8154414595
1932.9583333333 307.8433516234
1933.0416666667 307.8710553659
1933.125    307.8985535624
1933.2083333333 307.9258470879
1933.2916666667 307.9529368179
1933.375    307.9798236274
1933.4583333333 308.0065083918
1933.5416666667 308.0329919863
1933.625    308.0592752861
1933.7083333333 308.0853591665
1933.7916666667 308.1112445027
1933.875    308.1369321699
1933.9583333333 308.1624230434
1934.0416666667 308.1877179984
1934.125    308.2128179102
1934.2083333333 308.237723654
1934.2916666667 308.2624361049
1934.375    308.2869561384
1934.4583333333 308.3112846295
1934.5416666667 308.3354224536
1934.625    308.3593704858
1934.7083333333 308.3831296015
1934.7916666667 308.4067006758
1934.875    308.430084584
1934.9583333333 308.4532822014
1935.0416666667 308.4762944031
1935.125    308.4991220644
1935.2083333333 308.5217660605
1935.2916666667 308.5442272667
1935.375    308.5665065583
1935.4583333333 308.5886048104
1935.5416666667 308.6105228982
1935.625    308.6322616971
1935.7083333333 308.6538220823
1935.7916666667 308.675204929
1935.875    308.6964111124
1935.9583333333 308.7174415078
1936.0416666667 308.7382969904
1936.125    308.7589784354
1936.2083333333 308.7794867182
1936.2916666667 308.7998227139
1936.375    308.8199872977
1936.4583333333 308.8399813449
1936.5416666667 308.8598057308
1936.625    308.8794613306
1936.7083333333 308.8989490195
1936.7916666667 308.9182696727
1936.875    308.9374241655
1936.9583333333 308.9564133732
1937.0416666667 308.9752381709
1937.125    308.9938994339
1937.2083333333 309.0123980375
1937.2916666667 309.0307348568
1937.375    309.0489107671
1937.4583333333 309.0669266438
1937.5416666667 309.0847833619
1937.625    309.1024817967
1937.7083333333 309.1200228235
1937.7916666667 309.1374073175
1937.875    309.1546361539
1937.9583333333 309.171710208
1938.0416666667 309.1886303551
1938.125    309.2053974703
1938.2083333333 309.2220124288
1938.2916666667 309.2384761061
1938.375    309.2547893771
1938.4583333333 309.2709531173
1938.5416666667 309.2869682018
1938.625    309.3028355059
1938.7083333333 309.3185559049
1938.7916666667 309.3341302738
1938.875    309.3495594881
1938.9583333333 309.3648444229
1939.0416666667 309.3799859535
1939.125    309.3949849551
1939.2083333333 309.4098423029
1939.2916666667 309.4245588722
1939.375    309.4391355382
1939.4583333333 309.4535731761
1939.5416666667 309.4678726613
1939.625    309.4820348689
1939.7083333333 309.4960606742
1939.7916666667 309.5099509523
1939.875    309.5237065786
1939.9583333333 309.5373284283
1940.0416666667 309.5508174397
1940.125    309.564176003
1940.2083333333 309.5774079598
1940.2916666667 309.5905172152
1940.375    309.603507674
1940.4583333333 309.6163832412
1940.5416666667 309.6291478216
1940.625    309.6418053203
1940.7083333333 309.654359642
1940.7916666667 309.6668146917
1940.875    309.6791743744
1940.9583333333 309.691442595
1941.0416666667 309.7036232583
1941.125    309.7157202692
1941.2083333333 309.7277375328
1941.2916666667 309.7396789539
1941.375    309.7515484374
1941.4583333333 309.7633498882
1941.5416666667 309.7750872113
1941.625    309.7867643116
1941.7083333333 309.7983850939
1941.7916666667 309.8099534633
1941.875    309.8214733245
1941.9583333333 309.8329485826
1942.0416666667 309.8443831425
1942.125    309.855780909
1942.2083333333 309.8671457871
1942.2916666667 309.8784816816
1942.375    309.8897924976
1942.4583333333 309.9010821399
1942.5416666667 309.9123545135
1942.625    309.9236135232
1942.7083333333 309.934863074
1942.7916666667 309.9461070707
1942.875    309.9573494184
1942.9583333333 309.9685940218
1943.0416666667 309.979844786
1943.125    309.9911056159
1943.2083333333 310.0023804163
1943.2916666667 310.0136730922
1943.375    310.0249875485
1943.4583333333 310.03632769
1943.5416666667 310.0476974219
1943.625    310.0591006488
1943.7083333333 310.0705412758
1943.7916666667 310.0820232078
1943.875    310.0935503496
1943.9583333333 310.1051266063
1944.0416666667 310.1167558826
1944.125    310.1284420836
1944.2083333333 310.1401891142
1944.2916666667 310.1520008792
1944.375    310.1638812835
1944.4583333333 310.1758342322
1944.5416666667 310.1878636301
1944.625    310.1999733821
1944.7083333333 310.2121673931
1944.7916666667 310.2244495681
1944.875    310.2368238119
1944.9583333333 310.2492940295
1945.0416666667 310.2618641259
1945.125    310.2745380058
1945.2083333333 310.2873195743
1945.2916666667 310.3002127362
1945.375    310.3132213965
1945.4583333333 310.32634946
1945.5416666667 310.3396008318
1945.625    310.3529794166
1945.7083333333 310.3664891195
1945.7916666667 310.3801338453
1945.875    310.3939174989
1945.9583333333 310.4078439853
1946.0416666667 310.4219172094
1946.125    310.4361410761
1946.2083333333 310.4505194903
1946.2916666667 310.465056357
1946.375    310.479755581
1946.4583333333 310.4946210672
1946.5416666667 310.5096567206
1946.625    310.5248664461
1946.7083333333 310.5402541486
1946.7916666667 310.555823733
1946.875    310.5715791043
1946.9583333333 310.5875241673
1947.0416666667 310.603662827
1947.125    310.6199989882
1947.2083333333 310.636536556
1947.2916666667 310.6532794351
1947.375    310.6702315306
1947.4583333333 310.6873967474
1947.5416666667 310.7047789902
1947.625    310.7223821642
1947.7083333333 310.7402101741
1947.7916666667 310.758266925
1947.875    310.7765563217
1947.9583333333 310.7950822691
1948.0416666667 310.8138486721
1948.125    310.8328594357
1948.2083333333 310.8521184648
1948.2916666667 310.8716296643
1948.375    310.8913969391
1948.4583333333 310.9114241942
1948.5416666667 310.9317153343
1948.625    310.9522742645
1948.7083333333 310.9731048897
1948.7916666667 310.9942111148
1948.875    311.0155968447
1948.9583333333 311.0372659843
1949.0416666667 311.0592224386
1949.125    311.0814701123
1949.2083333333 311.1040129106
1949.2916666667 311.1268547382
1949.375    311.1499995001
1949.4583333333 311.1734511013
1949.5416666667 311.1972134465
1949.625    311.2212904408
1949.7083333333 311.245685989
1949.7916666667 311.2704039962
1949.875    311.2954483671
1949.9583333333 311.3208230067
1950.0416666667 311.3465317191
1950.125    311.3725759888
1950.2083333333 311.3989549809
1950.2916666667 311.4256677596
1950.375    311.4527133892
1950.4583333333 311.4800909339
1950.5416666667 311.5077994578
1950.625    311.5358380253
1950.7083333333 311.5642057005
